index,x,y,z,roll,pitch,yaw
2599,-4.3123,4.63936,1.70779,-0.00470252, -0.00309805, 0.90402, 0.427454
2600,-4.31408,4.63724,1.70762,-0.00455028, -0.00291208, 0.904412, 0.426627
2601,-4.31581,4.63512,1.70744,-0.00439707, -0.00268977, 0.904802, 0.425801
2602,-4.31751,4.63298,1.70725,-0.00424848, -0.00244908, 0.905193, 0.424972
2603,-4.31918,4.63084,1.70704,-0.00411124, -0.00220461, 0.905572, 0.424166
2604,-4.32082,4.62869,1.70683,-0.00399284, -0.00196893, 0.905953, 0.423354
2605,-4.32244,4.62652,1.70661,-0.00390415, -0.00175903, 0.906337, 0.422534
2606,-4.32405,4.62434,1.70638,-0.00385989, -0.00157844, 0.906709, 0.421735
2607,-4.32948,4.63246,1.70944,-0.00403593, -0.00137444, 0.906447, 0.422298
2608,-4.33113,4.63039,1.70918,-0.00403061, -0.00126206, 0.906826, 0.421484
2609,-4.33277,4.6283,1.7089,-0.00404957, -0.00119573, 0.907196, 0.420687
2610,-4.3344,4.62619,1.70862,-0.00407387, -0.0011914, 0.907577, 0.419864
2611,-4.336,4.62405,1.70833,-0.00410468, -0.00126765, 0.907962, 0.41903
2612,-4.33759,4.62188,1.70802,-0.00412061, -0.00138155, 0.908347, 0.418195
2613,-4.33915,4.61969,1.70771,-0.00412212, -0.00153717, 0.908744, 0.41733
2614,-4.3407,4.61747,1.70738,-0.00411645, -0.00173112, 0.909156, 0.416431
2615,-4.34221,4.61522,1.70705,-0.00410749, -0.00193388, 0.909568, 0.41553
2616,-4.3437,4.61295,1.70672,-0.00406952, -0.00216598, 0.909983, 0.41462
2617,-4.34516,4.61065,1.70638,-0.00403288, -0.00239449, 0.910402, 0.413698
2618,-4.35156,4.61972,1.71021,-0.00430756, -0.00220718, 0.910153, 0.414243
2619,-4.35307,4.61756,1.70985,-0.00426503, -0.00244836, 0.91057, 0.413326
2620,-4.35454,4.61537,1.7095,-0.00422894, -0.00269383, 0.910996, 0.412384
2621,-4.35599,4.61316,1.70914,-0.00418638, -0.00292175, 0.911424, 0.411437
2622,-4.3574,4.61095,1.70879,-0.00415145, -0.00312144, 0.911842, 0.410508
2623,-4.35879,4.60872,1.70843,-0.00411282, -0.00329361, 0.912255, 0.409589
2624,-4.36015,4.60648,1.70808,-0.00408135, -0.00343631, 0.912663, 0.408678
2625,-4.36148,4.60424,1.70774,-0.00404294, -0.00353109, 0.913065, 0.40778
2626,-4.36278,4.60198,1.7074,-0.00403346, -0.00361876, 0.913467, 0.406876
2627,-4.36405,4.59972,1.70707,-0.00399697, -0.00364269, 0.913864, 0.405984
2628,-4.36529,4.59745,1.70674,-0.00393154, -0.0036212, 0.914259, 0.405094
2629,-4.37145,4.60714,1.71043,-0.00419547, -0.00331744, 0.914099, 0.405457
2630,-4.37275,4.60501,1.7101,-0.00413571, -0.00329596, 0.914496, 0.40456
2631,-4.37401,4.60287,1.70978,-0.00407511, -0.00327922, 0.914891, 0.403667
2632,-4.37525,4.60072,1.70947,-0.00404404, -0.00328003, 0.915281, 0.402781
2633,-4.37647,4.59855,1.70916,-0.00403839, -0.00330895, 0.915667, 0.401903
2634,-4.37767,4.59637,1.70885,-0.00405271, -0.00336695, 0.916048, 0.401035
2635,-4.37885,4.59417,1.70855,-0.00409397, -0.00344655, 0.91643, 0.400159
2636,-4.38002,4.59194,1.70825,-0.00413393, -0.00356303, 0.916814, 0.399277
2637,-4.38116,4.58968,1.70796,-0.00418801, -0.00373874, 0.917193, 0.398403
2638,-4.3823,4.5874,1.70767,-0.0042358, -0.00397666, 0.917577, 0.397515
2639,-4.38342,4.58509,1.70739,-0.00429841, -0.00429232, 0.917961, 0.396624
2640,-4.38969,4.59516,1.71078,-0.00458586, -0.00406919, 0.917766, 0.397075
2641,-4.39088,4.59297,1.71049,-0.00465125, -0.00442097, 0.918157, 0.396164
2642,-4.39205,4.59076,1.7102,-0.0047103, -0.00479873, 0.91854, 0.39527
2643,-4.39321,4.58851,1.70991,-0.00477336, -0.00517912, 0.91892, 0.394381
2644,-4.39434,4.58624,1.70963,-0.00483313, -0.00556244, 0.919289, 0.393515
2645,-4.39546,4.58395,1.70936,-0.00489525, -0.00590705, 0.919661, 0.392639
2646,-4.39654,4.58165,1.70909,-0.00493844, -0.00623804, 0.920028, 0.391771
2647,-4.3976,4.57933,1.70883,-0.00496589, -0.00652504, 0.9204, 0.390892
2648,-4.39863,4.577,1.70858,-0.00497894, -0.00677192, 0.920759, 0.390041
2649,-4.39963,4.57465,1.70833,-0.00497658, -0.00696894, 0.921115, 0.389196
2650,-4.4006,4.5723,1.7081,-0.00496319, -0.0071403, 0.921463, 0.388369
2651,-4.40691,4.5822,1.71203,-0.00519293, -0.00690998, 0.921375, 0.388579
2652,-4.40793,4.58,1.71179,-0.00517196, -0.00701925, 0.921718, 0.387764
2653,-4.40892,4.57778,1.71156,-0.00514059, -0.0071141, 0.92206, 0.386946
2654,-4.40988,4.57555,1.71133,-0.00510877, -0.00718751, 0.922397, 0.386142
2655,-4.41081,4.57331,1.7111,-0.00508654, -0.00723237, 0.92273, 0.385346
2656,-4.41172,4.57106,1.71088,-0.00506281, -0.00728076, 0.923057, 0.384561
2657,-4.4126,4.56879,1.71067,-0.00504703, -0.00733732, 0.923393, 0.383753
2658,-4.41345,4.56651,1.71045,-0.00501563, -0.00741474, 0.923737, 0.382922
2659,-4.41428,4.56421,1.71023,-0.00498128, -0.00750922, 0.924083, 0.382085
2660,-4.41509,4.56188,1.71001,-0.00494089, -0.00764071, 0.92444, 0.381219
2661,-4.41588,4.55953,1.70979,-0.00490022, -0.00779248, 0.924795, 0.380354
2662,-4.42175,4.56914,1.71431,-0.00513549, -0.00765425, 0.924648, 0.380711
2663,-4.42259,4.56691,1.71408,-0.00509555, -0.00782128, 0.92501, 0.379827
2664,-4.42341,4.56466,1.71385,-0.0050526, -0.00800818, 0.925385, 0.37891
2665,-4.4242,4.56237,1.71362,-0.00500134, -0.00819558, 0.925763, 0.377982
2666,-4.42497,4.56007,1.71339,-0.00493351, -0.00838109, 0.926142, 0.37705
2667,-4.42571,4.55773,1.71315,-0.00486627, -0.00855774, 0.926515, 0.376128
2668,-4.42643,4.55538,1.71293,-0.0047731, -0.00870176, 0.926897, 0.375185
2669,-4.42712,4.55301,1.7127,-0.00465842, -0.00883149, 0.92728, 0.374234
2670,-4.432,4.56123,1.71727,-0.00467109, -0.00892308, 0.927428, 0.373867
2671,-4.43273,4.55895,1.71705,-0.00454482, -0.00900288, 0.927805, 0.372928
2672,-4.43343,4.55667,1.71684,-0.00440721, -0.00904419, 0.928177, 0.372003
2673,-4.43411,4.55436,1.71663,-0.00426059, -0.00904895, 0.928544, 0.371087
2674,-4.43475,4.55205,1.71642,-0.00410316, -0.00899493, 0.928904, 0.37019
2675,-4.43537,4.54973,1.71622,-0.00393861, -0.00888785, 0.929251, 0.36932
2676,-4.43596,4.54741,1.71602,-0.00377047, -0.00872203, 0.929588, 0.368477
2677,-4.43653,4.54507,1.71582,-0.00359591, -0.00851863, 0.929921, 0.367644
2678,-4.43707,4.54272,1.71563,-0.00343066, -0.00828864, 0.930243, 0.366833
2679,-4.43758,4.54036,1.71543,-0.00324857, -0.00803093, 0.930559, 0.366039
2680,-4.43807,4.53799,1.71524,-0.00306127, -0.00777098, 0.930873, 0.365248
2681,-4.44235,4.54669,1.71874,-0.00302849, -0.00746052, 0.930776, 0.365502
2682,-4.44289,4.54444,1.71853,-0.00281487, -0.00718939, 0.931084, 0.364723
2683,-4.4434,4.54217,1.71832,-0.00259795, -0.00692097, 0.931389, 0.363951
2684,-4.44389,4.53989,1.7181,-0.00236803, -0.0066519, 0.931699, 0.363163
2685,-4.44436,4.53758,1.71789,-0.00211533, -0.00641601, 0.932008, 0.362375
2686,-4.44482,4.53525,1.71767,-0.00185565, -0.0061771, 0.932312, 0.361597
2687,-4.44525,4.53289,1.71744,-0.00159266, -0.0059666, 0.932613, 0.360825
2688,-4.44567,4.5305,1.71721,-0.00135341, -0.00575834, 0.932915, 0.360049
2689,-4.44607,4.52808,1.71697,-0.00109879, -0.00557313, 0.933215, 0.359273
2690,-4.44645,4.52563,1.71672,-0.000837795, -0.0054118, 0.933523, 0.358477
2691,-4.44682,4.52315,1.71646,-0.000567854, -0.00525676, 0.933832, 0.357673
2692,-4.44717,4.52064,1.71619,-0.000300426, -0.00511215, 0.934137, 0.356877
2693,-4.4475,4.5181,1.71591,-2.66333e-05, -0.00497708, 0.934439, 0.356088
2694,-4.44781,4.51552,1.71563,0.000254807, -0.00485202, 0.934736, 0.35531
2695,-4.45328,4.52527,1.71871,0.000193183, -0.00440096, 0.934406, 0.356183
2696,-4.45367,4.52284,1.71839,0.000467599, -0.00431457, 0.934701, 0.355409
2697,-4.45404,4.52038,1.71806,0.000742112, -0.00423535, 0.934997, 0.354629
2698,-4.45439,4.51789,1.71772,0.00100133, -0.00417024, 0.93529, 0.353857
2699,-4.45474,4.51537,1.71737,0.00125166, -0.00414015, 0.935574, 0.353105
2700,-4.45507,4.51281,1.71702,0.00150948, -0.00410151, 0.935857, 0.352352
2701,-4.45538,4.51022,1.71666,0.00177891, -0.00404727, 0.936136, 0.351611
2702,-4.45568,4.5076,1.7163,0.00205244, -0.00400874, 0.936408, 0.350884
2703,-4.46068,4.51617,1.71952,0.00197639, -0.00399935, 0.936529, 0.350563
2704,-4.46103,4.51363,1.71914,0.00226046, -0.00395172, 0.936791, 0.349861
2705,-4.46136,4.51107,1.71876,0.00256326, -0.00391106, 0.93705, 0.349165
2706,-4.46168,4.50847,1.71838,0.00287563, -0.00386394, 0.937302, 0.348486
2707,-4.46537,4.51507,1.72084,0.00298191, -0.00417471, 0.937764, 0.347236
2708,-4.46571,4.51251,1.72045,0.00332469, -0.00412869, 0.938015, 0.346555
2709,-4.46603,4.50991,1.72006,0.00366727, -0.0040796, 0.938255, 0.345901
2710,-4.46633,4.50729,1.71966,0.00402272, -0.00402659, 0.938484, 0.345276
2711,-4.46661,4.50464,1.71925,0.00439314, -0.00396767, 0.938709, 0.34466
2712,-4.46687,4.50196,1.71884,0.00477542, -0.00389594, 0.938925, 0.344067
2713,-4.46712,4.49924,1.71842,0.00517897, -0.00382048, 0.93913, 0.3435
2714,-4.46734,4.4965,1.71799,0.00558992, -0.00376749, 0.939331, 0.342947
2715,-4.47139,4.50319,1.72075,0.00562102, -0.00385266, 0.939391, 0.342779
2716,-4.47166,4.50051,1.7203,0.00601464, -0.00380036, 0.939589, 0.34223
2717,-4.47191,4.4978,1.71985,0.00641194, -0.00377315, 0.939771, 0.341725
2718,-4.47214,4.49506,1.71938,0.0067852, -0.00376537, 0.939945, 0.341239
2719,-4.47235,4.49228,1.71889,0.00715362, -0.00376707, 0.940114, 0.340765
2720,-4.47255,4.48947,1.7184,0.00750948, -0.00379954, 0.940279, 0.3403
2721,-4.47273,4.48662,1.71789,0.00785356, -0.0038529, 0.940432, 0.33987
2722,-4.47289,4.48374,1.71737,0.00820246, -0.0039321, 0.940585, 0.339437
2723,-4.47304,4.48082,1.71684,0.00854395, -0.00405537, 0.940738, 0.339003
2724,-4.47317,4.47787,1.7163,0.00888676, -0.00419859, 0.940879, 0.338599
2725,-4.47328,4.47487,1.71575,0.00926111, -0.00438002, 0.941019, 0.338198
2726,-4.47764,4.48235,1.71926,0.00933094, -0.00431423, 0.940872, 0.338607
2727,-4.47781,4.47945,1.71869,0.00971773, -0.00450444, 0.941006, 0.33822
2728,-4.47795,4.4765,1.71811,0.0101267, -0.00471953, 0.941138, 0.337838
2729,-4.47808,4.47352,1.71753,0.0105627, -0.00493427, 0.941265, 0.337468
2730,-4.47818,4.4705,1.71694,0.0110084, -0.00514954, 0.941388, 0.337106
2731,-4.47826,4.46744,1.71635,0.011479, -0.00536235, 0.941509, 0.336749
2732,-4.47831,4.46435,1.71576,0.0119728, -0.00556202, 0.941625, 0.336406
2733,-4.47835,4.46122,1.71517,0.012478, -0.00575717, 0.941736, 0.336072
2734,-4.47836,4.45806,1.71458,0.0130079, -0.00594266, 0.941845, 0.335743
2735,-4.47834,4.45487,1.714,0.0135578, -0.00611564, 0.941957, 0.335404
2736,-4.4783,4.45165,1.71342,0.0141317, -0.00627293, 0.942064, 0.335076
2737,-4.48284,4.45965,1.71692,0.0140918, -0.00609091, 0.941886, 0.335581
2738,-4.48285,4.45653,1.71632,0.0146848, -0.00623824, 0.94199, 0.335261
2739,-4.48283,4.45339,1.71574,0.0153148, -0.00637314, 0.942091, 0.334947
2740,-4.4828,4.45021,1.71515,0.0159747, -0.00650331, 0.942194, 0.334624
2741,-4.48273,4.447,1.71457,0.0166463, -0.00663225, 0.942301, 0.334287
2742,-4.48265,4.44376,1.714,0.0173336, -0.00674082, 0.942399, 0.333974
2743,-4.48254,4.44049,1.71342,0.0180426, -0.00686777, 0.942509, 0.333623
2744,-4.48241,4.43718,1.71286,0.0187511, -0.00702023, 0.942623, 0.333259
2745,-4.48617,4.44496,1.71596,0.0188011, -0.00699339, 0.942703, 0.333029
2746,-4.48607,4.44173,1.71539,0.0195118, -0.0071592, 0.942816, 0.332664
2747,-4.48596,4.43847,1.71483,0.0202126, -0.00733734, 0.942933, 0.332286
2748,-4.48584,4.43517,1.71427,0.0209374, -0.00751125, 0.94305, 0.331908
2749,-4.4857,4.43184,1.71372,0.0216704, -0.00769379, 0.943166, 0.331525
2750,-4.48554,4.42848,1.71319,0.0224232, -0.00787647, 0.943285, 0.331132
2751,-4.48537,4.42508,1.71267,0.0231747, -0.00805057, 0.943408, 0.330725
2752,-4.48848,4.43195,1.71558,0.023376, -0.00810221, 0.943586, 0.330202
2753,-4.48834,4.42861,1.71508,0.0241535, -0.00828229, 0.943708, 0.329794
2754,-4.48819,4.42525,1.7146,0.0249548, -0.00844681, 0.943829, 0.329381
2755,-4.48802,4.42186,1.71414,0.0257915, -0.00859062, 0.943959, 0.32894
2756,-4.48784,4.41844,1.7137,0.026633, -0.00870033, 0.944083, 0.328516
2757,-4.48765,4.41501,1.71329,0.0274827, -0.00878628, 0.944207, 0.328086
2758,-4.48744,4.41155,1.71289,0.0283407, -0.0088606, 0.944326, 0.327668
2759,-4.48722,4.40808,1.71251,0.0291946, -0.00887728, 0.944432, 0.327287
2760,-4.48698,4.40458,1.71214,0.0300308, -0.00885985, 0.944541, 0.326899
2761,-4.48673,4.40108,1.71179,0.0308423, -0.0088038, 0.944645, 0.326524
2762,-4.48647,4.39757,1.71145,0.0316354, -0.00867007, 0.944741, 0.326173
2763,-4.49022,4.40515,1.71416,0.0318063, -0.00830141, 0.944586, 0.326614
2764,-4.49001,4.40176,1.71382,0.032587, -0.00813122, 0.944681, 0.326267
2765,-4.48978,4.39837,1.7135,0.0333422, -0.00792062, 0.944771, 0.325935
2766,-4.48955,4.39497,1.7132,0.0340808, -0.00770076, 0.944854, 0.325622
2767,-4.4893,4.39156,1.71292,0.0348042, -0.00747565, 0.944937, 0.325309
2768,-4.48905,4.38812,1.71266,0.0355315, -0.00727623, 0.945023, 0.324986
2769,-4.4888,4.38467,1.71243,0.0362403, -0.00710624, 0.945113, 0.324649
2770,-4.48855,4.38119,1.71221,0.0369377, -0.00693671, 0.945205, 0.324308
2771,-4.48829,4.37769,1.71201,0.0375934, -0.00678952, 0.945285, 0.324002
2772,-4.48803,4.37416,1.71182,0.0382164, -0.00668053, 0.945367, 0.323691
2773,-4.48778,4.3706,1.71165,0.0388256, -0.00659947, 0.945451, 0.323376
2774,-4.49237,4.37871,1.71447,0.0387478, -0.0062613, 0.9453, 0.323834
2775,-4.49219,4.37527,1.71429,0.0393485, -0.00620593, 0.945385, 0.323513
2776,-4.492,4.37181,1.71412,0.0399388, -0.00614348, 0.945465, 0.323209
2777,-4.49181,4.36832,1.71395,0.040538, -0.0060874, 0.945537, 0.322924
2778,-4.49162,4.36482,1.71379,0.0411304, -0.00603873, 0.945607, 0.322643
2779,-4.49142,4.3613,1.71363,0.0417083, -0.00600402, 0.945683, 0.322348
2780,-4.49121,4.35777,1.71348,0.0422602, -0.00597066, 0.945751, 0.322077
2781,-4.49099,4.35422,1.71334,0.0427847, -0.00595128, 0.945815, 0.321819
2782,-4.4952,4.36198,1.71627,0.042724, -0.00581886, 0.945923, 0.321513
2783,-4.49504,4.35854,1.71614,0.0432264, -0.005781, 0.945981, 0.321275
2784,-4.49487,4.35509,1.71601,0.043713, -0.00572353, 0.946039, 0.32104
2785,-4.49468,4.35163,1.71588,0.0441695, -0.00565492, 0.946091, 0.320824
2786,-4.49449,4.34817,1.71577,0.0446015, -0.00558834, 0.946148, 0.320598
2787,-4.49428,4.3447,1.71567,0.0450101, -0.00551569, 0.946199, 0.320392
2788,-4.49406,4.34122,1.71558,0.0454153, -0.00542002, 0.946254, 0.320173
2789,-4.49383,4.33775,1.71549,0.0458333, -0.00530727, 0.946307, 0.31996
2790,-4.49359,4.33427,1.71542,0.0462392, -0.00517187, 0.946358, 0.319752
2791,-4.49333,4.3308,1.71535,0.0466502, -0.00499679, 0.946415, 0.319528
2792,-4.49305,4.32733,1.71529,0.0470579, -0.00479399, 0.946472, 0.319302
2793,-4.49736,4.33562,1.71791,0.0469946, -0.00426415, 0.946343, 0.319699
2794,-4.49714,4.3323,1.71785,0.0473859, -0.0040072, 0.946405, 0.319462
2795,-4.49691,4.32899,1.7178,0.0477865, -0.00372602, 0.946462, 0.319238
2796,-4.49666,4.32569,1.71775,0.0481828, -0.00338741, 0.946521, 0.319007
2797,-4.49638,4.3224,1.7177,0.048572, -0.00299412, 0.946578, 0.318782
2798,-4.49609,4.31912,1.71766,0.0489483, -0.00255268, 0.946644, 0.318533
2799,-4.49578,4.31585,1.71762,0.0493138, -0.00204282, 0.946709, 0.318286
2800,-4.49544,4.3126,1.71757,0.049671, -0.00148719, 0.946779, 0.318026
2801,-4.49958,4.31972,1.72006,0.0495037, -0.00140694, 0.946849, 0.317842
2802,-4.4993,4.31659,1.72001,0.0498546, -0.000806427, 0.946915, 0.317592
2803,-4.499,4.31348,1.71995,0.0501874, -0.000168407, 0.946988, 0.317326
2804,-4.49869,4.31038,1.71988,0.0505203, 0.000486769, 0.947057, 0.317064
2805,-4.50181,4.31608,1.72218,0.050563, 0.000348747, 0.947432, 0.315935
2806,-4.50152,4.31306,1.72211,0.0508727, 0.00101614, 0.94751, 0.31565
2807,-4.50123,4.31004,1.72203,0.0511676, 0.00170285, 0.947586, 0.315372
2808,-4.50092,4.30703,1.72193,0.0514495, 0.00238762, 0.947666, 0.315082
2809,-4.5006,4.30403,1.72182,0.0517292, 0.00305883, 0.947738, 0.314813
2810,-4.50028,4.30102,1.72168,0.0519918, 0.00368112, 0.947818, 0.314521
2811,-4.49995,4.29801,1.72153,0.0522354, 0.00428516, 0.947895, 0.314244
2812,-4.49962,4.29499,1.72137,0.0524652, 0.00484601, 0.94798, 0.31394
2813,-4.50286,4.30115,1.72323,0.0524054, 0.00500112, 0.948019, 0.313829
2814,-4.50258,4.29824,1.72304,0.0526143, 0.00552805, 0.948106, 0.313522
2815,-4.50231,4.29531,1.72283,0.0528187, 0.00602791, 0.948196, 0.313207
2816,-4.50204,4.29238,1.72262,0.0530257, 0.00650128, 0.948287, 0.312885
2817,-4.50176,4.28944,1.72239,0.0532325, 0.00695138, 0.948384, 0.312547
2818,-4.50148,4.28648,1.72216,0.0534316, 0.00739584, 0.948479, 0.312213
2819,-4.50121,4.28352,1.72192,0.0536468, 0.00783349, 0.948574, 0.311878
2820,-4.50093,4.28055,1.72169,0.0538672, 0.00826762, 0.948679, 0.311509
2821,-4.50065,4.27757,1.72146,0.0541262, 0.00867246, 0.948789, 0.311119
2822,-4.50037,4.27459,1.72123,0.0543957, 0.00909177, 0.948899, 0.310723
2823,-4.50009,4.27159,1.72101,0.0546648, 0.00951793, 0.949011, 0.310321
2824,-4.50374,4.27878,1.72301,0.0545028, 0.0100207, 0.948867, 0.310773
2825,-4.50354,4.27592,1.72279,0.0547546, 0.0104358, 0.948979, 0.310372
2826,-4.50334,4.27305,1.72256,0.0550015, 0.0108153, 0.949088, 0.309985
2827,-4.50314,4.27018,1.72234,0.0552674, 0.0111795, 0.949199, 0.309584
2828,-4.50295,4.26731,1.72212,0.0555155, 0.0115392, 0.949314, 0.309174
2829,-4.50275,4.26442,1.7219,0.0557292, 0.0118833, 0.949431, 0.308761
2830,-4.50256,4.26153,1.72169,0.0559214, 0.0122217, 0.94955, 0.308348
2831,-4.50237,4.25863,1.72147,0.0560867, 0.0125279, 0.949672, 0.307929
2832,-4.50219,4.25572,1.72125,0.0562459, 0.0128028, 0.949793, 0.307517
2833,-4.50201,4.2528,1.72104,0.0563979, 0.0130296, 0.949914, 0.307103
2834,-4.50183,4.24988,1.72083,0.0565436, 0.0132229, 0.950039, 0.306683
2835,-4.50558,4.25706,1.72274,0.0563419, 0.0135551, 0.949899, 0.307138
2836,-4.50549,4.25426,1.72252,0.0564855, 0.0137132, 0.95003, 0.306699
2837,-4.50541,4.25144,1.72231,0.0566088, 0.0138398, 0.950172, 0.306232
2838,-4.50533,4.24861,1.7221,0.0567186, 0.0139217, 0.950323, 0.305738
2839,-4.50526,4.24576,1.7219,0.0568131, 0.0139548, 0.950478, 0.305235
2840,-4.50519,4.24291,1.7217,0.0568949, 0.0140001, 0.950636, 0.304727
2841,-4.50513,4.24004,1.72152,0.0569349, 0.014048, 0.950802, 0.3042
2842,-4.50851,4.24624,1.72364,0.0568376, 0.0140147, 0.950992, 0.303625
2843,-4.50851,4.24346,1.72346,0.0568722, 0.0140623, 0.951161, 0.303086
2844,-4.50851,4.24067,1.7233,0.0568692, 0.0141352, 0.951336, 0.302534
2845,-4.50851,4.23787,1.72315,0.0568444, 0.0141913, 0.951527, 0.301933
2846,-4.50851,4.23506,1.72301,0.0568071, 0.0142505, 0.951724, 0.301315
2847,-4.50851,4.23225,1.72288,0.0567512, 0.0143184, 0.95193, 0.300672
2848,-4.50851,4.22944,1.72275,0.056706, 0.0143873, 0.952142, 0.300006
2849,-4.50851,4.22662,1.72263,0.0566527, 0.0144663, 0.952365, 0.299302
2850,-4.5085,4.2238,1.72252,0.0565872, 0.0145357, 0.952595, 0.29858
2851,-4.50849,4.22097,1.72241,0.0565216, 0.014591, 0.952824, 0.297856
2852,-4.50847,4.21813,1.72231,0.0564439, 0.0146502, 0.953061, 0.29711
2853,-4.51224,4.22516,1.724,0.0561669, 0.0149509, 0.953012, 0.297304
2854,-4.51231,4.22245,1.72389,0.0560661, 0.0149983, 0.953249, 0.296561
2855,-4.51237,4.21973,1.72377,0.0559527, 0.0150494, 0.953487, 0.295813
2856,-4.51242,4.21701,1.72366,0.0558078, 0.0150792, 0.953729, 0.295059
2857,-4.51247,4.21427,1.72354,0.0556527, 0.0151202, 0.953972, 0.294299
2858,-4.51251,4.21153,1.72343,0.0554725, 0.0151444, 0.954213, 0.293548
2859,-4.51254,4.20877,1.72331,0.0552792, 0.015158, 0.954466, 0.29276
2860,-4.51257,4.20601,1.7232,0.0550767, 0.0151571, 0.954715, 0.291987
2861,-4.51258,4.20322,1.72308,0.0548775, 0.0151619, 0.954964, 0.291209
2862,-4.51259,4.20043,1.72296,0.0546946, 0.0151495, 0.955217, 0.290411
2863,-4.51259,4.19762,1.72284,0.0545128, 0.0151512, 0.955468, 0.289621
2864,-4.51636,4.20484,1.72454,0.0542644, 0.0154255, 0.955385, 0.289925
2865,-4.51644,4.20215,1.7244,0.0541145, 0.0154014, 0.95564, 0.289115
2866,-4.5165,4.19944,1.72426,0.053978, 0.0153776, 0.9559, 0.288281
2867,-4.51654,4.19672,1.72412,0.0538574, 0.0153314, 0.956163, 0.287432
2868,-4.51657,4.19398,1.72398,0.0537518, 0.0152788, 0.956427, 0.286573
2869,-4.51659,4.19122,1.72384,0.0536508, 0.0152212, 0.956695, 0.2857
2870,-4.51659,4.18844,1.7237,0.053546, 0.0151644, 0.956964, 0.284819
2871,-4.51657,4.18564,1.72355,0.0534526, 0.015084, 0.957237, 0.283924
2872,-4.52003,4.19226,1.72526,0.0533022, 0.015092, 0.957369, 0.283506
2873,-4.52007,4.18954,1.72511,0.0532243, 0.0150003, 0.957647, 0.282587
2874,-4.52009,4.1868,1.72496,0.0531629, 0.0148836, 0.957926, 0.281657
2875,-4.5201,4.18403,1.72481,0.0531084, 0.0147658, 0.958207, 0.280715
2876,-4.52008,4.18125,1.72466,0.0530684, 0.0146308, 0.958488, 0.279768
2877,-4.52006,4.17843,1.7245,0.0530597, 0.0144933, 0.958768, 0.278816
2878,-4.52001,4.17559,1.72435,0.053085, 0.014353, 0.959061, 0.27781
2879,-4.51995,4.17272,1.7242,0.0531384, 0.0141975, 0.959359, 0.276778
2880,-4.51986,4.16983,1.72405,0.0532051, 0.0140418, 0.95965, 0.275762
2881,-4.51976,4.16692,1.7239,0.0532695, 0.0138956, 0.959944, 0.274729
2882,-4.51965,4.16398,1.72375,0.0533431, 0.013754, 0.960235, 0.273705
2883,-4.52311,4.17123,1.72544,0.0531942, 0.0139781, 0.960244, 0.27369
2884,-4.52306,4.1684,1.72528,0.05327, 0.0138589, 0.960546, 0.272621
2885,-4.52299,4.16556,1.72512,0.0533523, 0.0137499, 0.96084, 0.271573
2886,-4.52292,4.16269,1.72496,0.0534239, 0.0136588, 0.961142, 0.270491
2887,-4.52283,4.1598,1.7248,0.0535244, 0.0135811, 0.961445, 0.269396
2888,-4.52273,4.15689,1.72465,0.0536437, 0.0134905, 0.961749, 0.26829
2889,-4.52262,4.15396,1.7245,0.0537596, 0.0134018, 0.962054, 0.267176
2890,-4.5225,4.151,1.72434,0.0538651, 0.0132851, 0.962361, 0.266053
2891,-4.52237,4.14802,1.72418,0.0539621, 0.013147, 0.962668, 0.264924
2892,-4.52223,4.14502,1.72401,0.0540545, 0.0129979, 0.962974, 0.2638
2893,-4.52208,4.14198,1.72384,0.0541331, 0.0128441, 0.963279, 0.262674
2894,-4.52559,4.14958,1.72552,0.0539538, 0.0130889, 0.963228, 0.262888
2895,-4.52553,4.14665,1.72533,0.0540342, 0.0129217, 0.963529, 0.261774
2896,-4.52546,4.1437,1.72513,0.0541161, 0.0127461, 0.963827, 0.260666
2897,-4.52538,4.14072,1.72492,0.054181, 0.0125527, 0.964126, 0.259552
2898,-4.52806,4.14628,1.72653,0.0542106, 0.0122272, 0.964419, 0.258473
2899,-4.52801,4.14333,1.72631,0.0542577, 0.0120361, 0.964714, 0.257366
2900,-4.52796,4.14036,1.72608,0.0543149, 0.0118134, 0.965016, 0.256233
2901,-4.52789,4.13736,1.72585,0.0544054, 0.0115876, 0.965311, 0.255107
2902,-4.52781,4.13433,1.7256,0.05453, 0.0113318, 0.965613, 0.253949
2903,-4.53002,4.13941,1.72681,0.0545847, 0.0110355, 0.96585, 0.253048
2904,-4.52998,4.13642,1.72655,0.0547339, 0.0107427, 0.966148, 0.251886
2905,-4.52992,4.1334,1.72628,0.054898, 0.0104476, 0.96645, 0.250703
2906,-4.52986,4.13036,1.726,0.0550598, 0.0101231, 0.966748, 0.249526
2907,-4.52978,4.12729,1.72571,0.0552264, 0.00978389, 0.96705, 0.248331
2908,-4.5297,4.1242,1.72541,0.0553759, 0.0094337, 0.967346, 0.247156
2909,-4.52962,4.12109,1.72511,0.0555212, 0.0090601, 0.967646, 0.245962
2910,-4.52952,4.11795,1.72479,0.0556534, 0.00867909, 0.967943, 0.244772
2911,-4.52943,4.1148,1.72446,0.0557807, 0.00830673, 0.968237, 0.243593
2912,-4.52933,4.11162,1.72412,0.0559088, 0.007938, 0.968529, 0.242409
2913,-4.52922,4.10843,1.72378,0.056023, 0.0075961, 0.968821, 0.241224
2914,-4.53196,4.1146,1.72483,0.0559382, 0.00775557, 0.968786, 0.24138
